mode,iSub,iSession,iTrial,text,un_pro,un_pro_items,un_pro_count,unprocessed_category,n_constraints,matched_rules,A,b,fidelity,fidelity_status,style_tags
region,306,2,18,腿较长，尾巴较短，头和脖子长度接近，较长。,['较长'],较长,1,other_unparsed,4,"['general_case', 'general_case', 'equality']","[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0], [-1.0, 1.0, 0.0, 0.0], [1.0, -1.0, 0.0, 0.0]]","[-0.5, 0.5, 0.1, 0.1]",0.6666666666666666,mismatch,"['direct_absolute', 'equality']"
region,306,2,22,腿较短，尾巴短，头，和脖子较长，脖子比头长一些。,['头'],头,1,other_unparsed,4,"['general_case', 'general_case', 'general_case', 'comparison']","[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0], [-1.0, 0.0, 0.0, 0.0], [-1.0, 1.0, 0.0, 0.0]]","[0.5, 0.5, -0.5, -0.0]",0.75,mismatch,"['direct_absolute', 'comparison']"
region,306,2,36,腿较短，其他三者较长，且长度接近。,['且长度接近'],且长度接近,1,other_unparsed,4,"['general_case', 'complement']","[[0.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[0.5, -0.5, -0.5, -0.5]",1.0,ok,"['direct_absolute', 'equality']"
region,306,2,37,腿较短，脖子较短，头和尾巴长度接近，较长。,['较长'],较长,1,other_unparsed,4,"['general_case', 'general_case', 'equality']","[[0.0, 0.0, 1.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, -1.0], [0.0, -1.0, 0.0, 1.0]]","[0.5, 0.5, 0.1, 0.1]",1.0,ok,"['direct_absolute', 'equality']"
region,306,2,42,腿较长，头较长、略长于脖子，脖子长度略短于尾巴。,['脖子长度略短于尾巴'],脖子长度略短于尾巴,1,other_unparsed,3,"['general_case', 'general_case', 'comparison']","[[0.0, 0.0, -1.0, 0.0], [0.0, -1.0, 0.0, 0.0], [1.0, -1.0, 0.0, 0.0]]","[-0.5, -0.5, -0.0]",1.0,ok,"['direct_absolute', 'comparison']"
region,306,2,66,腿短，尾巴长，头和脖子，也都很长。,"['头和脖子', '也都很长']",头和脖子；也都很长,2,other_unparsed,2,"['general_case', 'general_case']","[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[0.5, -0.5]",1.0,ok,['direct_absolute']
region,306,2,83,腿很长，脖子，头较短，尾巴适中。,['脖子'],脖子,1,other_unparsed,4,"['general_case', 'general_case', 'general_case']","[[0.0, 0.0, -1.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5, -0.25, 0.75]",1.0,ok,['direct_absolute']
region,306,2,95,腿长，头，较长。,"['头', '较长']",头；较长,2,other_unparsed,1,['general_case'],"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1.0,ok,['direct_absolute']
region,306,2,259,腿短，脖子，脖子稍长。,['脖子'],脖子,1,other_unparsed,2,"['general_case', 'general_case']","[[0.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 0.0, 0.0]]","[0.5, -0.5]",0.5,mismatch,['direct_absolute']
region,307,1,14,腿、脖子和尾巴，四个部位都短，头较长。,['腿、脖子和尾巴'],腿、脖子和尾巴,1,other_unparsed,5,"['universal_quantifier', 'general_case']","[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, 0.5, 0.5, 0.5, -0.5]",0.8,mismatch,['direct_absolute']
region,307,1,66,头和脖子差不多长，都是较长，尾巴中等，腿较长。,['都是较长'],都是较长,1,other_unparsed,5,"['equality', 'general_case', 'general_case']","[[-1.0, 1.0, 0.0, 0.0], [1.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0], [0.0, 0.0, 0.0, 1.0], [0.0, 0.0, -1.0, 0.0]]","[0.1, 0.1, -0.25, 0.75, -0.5]",1.0,ok,"['direct_absolute', 'equality']"
region,307,1,86,头和脖子差不多长，它们都是中等，腿较长，尾巴较长。,['它们都是中等'],它们都是中等,1,other_unparsed,4,"['equality', 'general_case', 'general_case']","[[-1.0, 1.0, 0.0, 0.0], [1.0, -1.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[0.1, 0.1, -0.5, -0.5]",1.0,ok,"['direct_absolute', 'equality']"
region,307,1,141,脖子是头的两倍。,['脖子是头的两倍'],脖子是头的两倍,1,other_unparsed,0,[],[],[],,unsupported,['other']
region,307,1,159,头和脖子，腿较短，尾巴很短。,['头和脖子'],头和脖子,1,other_unparsed,2,"['general_case', 'general_case']","[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",1.0,ok,['direct_absolute']
region,307,1,174,头较长，脖，脖子，中等，尾巴中等，腿较短。,"['脖子', '脖子', '中等']",脖子；脖子；中等,3,other_unparsed,4,"['general_case', 'general_case', 'general_case']","[[0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0], [0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0]]","[-0.5, -0.25, 0.75, 0.5]",1.0,ok,['direct_absolute']
region,307,2,4,脖子比头长一点，两个都是较长，尾巴较长，腿很短。,['两个都是较长'],两个都是较长,1,other_unparsed,3,"['comparison', 'general_case', 'general_case']","[[-1.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0], [0.0, 0.0, 1.0, 0.0]]","[-0.0, -0.5, 0.5]",1.0,ok,"['direct_absolute', 'comparison']"
region,307,2,62,腿和尾巴很长，脖子很长，头很小。,['头很小'],头很小,1,vague_size,3,"['general_case', 'general_case']","[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0], [-1.0, 0.0, 0.0, 0.0]]","[-0.5, -0.5, -0.5]",1.0,ok,['direct_absolute']
region,307,2,193,腿很长，脖子，脖子、尾巴较长，头很短。,['脖子'],脖子,1,other_unparsed,4,"['general_case', 'general_case', 'general_case']","[[0.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0], [0.0, 1.0, 0.0, 0.0]]","[-0.5, -0.5, -0.5, 0.5]",1.0,ok,['direct_absolute']
region,308,1,53,腿与尾巴，最短。,"['腿与尾巴', '最短']",腿与尾巴；最短,2,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'superlative']"
region,308,1,55,脖子与腿长度相似，且长度长于头。,['且长度长于头'],且长度长于头,1,other_unparsed,2,['equality'],"[[1.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 1.0, 0.0]]","[0.1, 0.1]",1.0,ok,"['direct_absolute', 'comparison', 'equality']"
region,308,1,63,脖子与尾巴长度相似，且最长。,['且最长'],且最长,1,other_unparsed,2,['equality'],"[[1.0, 0.0, 0.0, -1.0], [-1.0, 0.0, 0.0, 1.0]]","[0.1, 0.1]",0.0,mismatch,"['direct_absolute', 'superlative', 'equality']"
region,308,1,89,尾巴最长，其，头、脖子、腿长度相似。,['其'],其,1,other_unparsed,9,"['superlative', 'superlative', 'superlative', 'equality']","[[1.0, 0.0, 0.0, -1.0], [0.0, 1.0, 0.0, -1.0], [0.0, 0.0, 1.0, -1.0], [-1.0, 1.0, 0.0, 0.0], [1.0, -1.0, 0.0, 0.0], [0.0, 1.0, -1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [1.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 1.0, 0.0]]","[-0.0, -0.0, -0.0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",1.0,ok,"['direct_absolute', 'superlative', 'equality']"
region,308,1,92,头与尾巴长度相似，比脖子长。,['比脖子长'],比脖子长,1,other_unparsed,2,['equality'],"[[0.0, 1.0, 0.0, -1.0], [0.0, -1.0, 0.0, 1.0]]","[0.1, 0.1]",1.0,ok,"['direct_absolute', 'comparison', 'equality']"
region,308,1,112,头最短，腿与尾巴等长，且更长。,['且更长'],且更长,1,other_unparsed,5,"['superlative', 'superlative', 'superlative', 'equality']","[[-1.0, 1.0, 0.0, 0.0], [0.0, 1.0, -1.0, 0.0], [0.0, 1.0, 0.0, -1.0], [0.0, 0.0, 1.0, -1.0], [0.0, 0.0, -1.0, 1.0]]","[-0.0, -0.0, -0.0, 0.1, 0.1]",1.0,ok,"['direct_absolute', 'superlative', 'equality']"
region,308,1,135,腿最长，尾巴最短，脖子比头长，短于腿。,['短于腿'],短于腿,1,other_unparsed,6,"['superlative', 'superlative', 'superlative', 'superlative', 'superlative', 'superlative', 'comparison']","[[1.0, 0.0, -1.0, 0.0], [0.0, 1.0, -1.0, 0.0], [0.0, 0.0, -1.0, 1.0], [-1.0, 0.0, 0.0, 1.0], [0.0, -1.0, 0.0, 1.0], [-1.0, 1.0, 0.0, 0.0]]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0]",1.0,ok,"['direct_absolute', 'superlative', 'comparison']"
region,308,1,160,哪个最长，头和脖子长度相似，腿最短。,['哪个最长'],哪个最长,1,other_unparsed,5,"['equality', 'superlative', 'superlative', 'superlative']","[[-1.0, 1.0, 0.0, 0.0], [1.0, -1.0, 0.0, 0.0], [-1.0, 0.0, 1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, 0.0, 1.0, -1.0]]","[0.1, 0.1, -0.0, -0.0, -0.0]",1.0,ok,"['direct_absolute', 'superlative', 'equality']"
region,308,1,194,脖子比头长，腿和尾巴长度相似，且比脖子更长。,['且比脖子更长'],且比脖子更长,1,other_unparsed,3,"['comparison', 'equality']","[[-1.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, -1.0], [0.0, 0.0, -1.0, 1.0]]","[-0.0, 0.1, 0.1]",0.5,mismatch,"['direct_absolute', 'comparison', 'equality']"
region,308,1,210,脖子比头长，腿与尾巴长度相似，且比且比脖子更长。,['且比且比脖子更长'],且比且比脖子更长,1,other_unparsed,3,"['comparison', 'equality']","[[-1.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, -1.0], [0.0, 0.0, -1.0, 1.0]]","[-0.0, 0.1, 0.1]",1.0,ok,"['direct_absolute', 'comparison', 'equality']"
region,308,1,296,尾巴比腿，腿长。,['尾巴比腿'],尾巴比腿,1,other_unparsed,1,['general_case'],"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],0.0,mismatch,"['direct_absolute', 'comparison']"
region,308,2,14,脖子比头长，脖子与尾巴长度无法分辨。,['脖子与尾巴长度无法分辨'],脖子与尾巴长度无法分辨,1,other_unparsed,1,['comparison'],"[[-1.0, 1.0, 0.0, 0.0]]",[-0.0],1.0,ok,"['direct_absolute', 'comparison']"
region,308,2,35,脖子比尾巴长，比腿长。,['比腿长'],比腿长,1,other_unparsed,1,['comparison'],"[[-1.0, 0.0, 0.0, 1.0]]",[-0.0],1.0,ok,"['direct_absolute', 'comparison']"
region,308,2,235,脖子不是最长。,['脖子不是最长'],脖子不是最长,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'superlative', 'negation']"
region,308,2,239,脖子不是最长，腿长。,['脖子不是最长'],脖子不是最长,1,other_unparsed,1,['general_case'],"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1.0,ok,"['direct_absolute', 'superlative', 'negation']"
region,308,2,241,脖子不是最长，尾巴长。,['脖子不是最长'],脖子不是最长,1,other_unparsed,1,['general_case'],"[[0.0, 0.0, 0.0, -1.0]]",[-0.5],1.0,ok,"['direct_absolute', 'superlative', 'negation']"
region,308,2,242,脖子不是最长。,['脖子不是最长'],脖子不是最长,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'superlative', 'negation']"
region,308,2,243,脖子不是最长。,['脖子不是最长'],脖子不是最长,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'superlative', 'negation']"
region,308,2,244,脖子不是最长。,['脖子不是最长'],脖子不是最长,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'superlative', 'negation']"
region,308,2,257,脖子不是最长。,['脖子不是最长'],脖子不是最长,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'superlative', 'negation']"
region,308,2,258,脖子不是最长。,['脖子不是最长'],脖子不是最长,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'superlative', 'negation']"
region,308,2,273,脖子不是最长。,['脖子不是最长'],脖子不是最长,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'superlative', 'negation']"
region,308,2,280,脖子不是最长。,['脖子不是最长'],脖子不是最长,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'superlative', 'negation']"
region,308,2,301,脖子不是最长。,['脖子不是最长'],脖子不是最长,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'superlative', 'negation']"
region,308,2,308,脖子不是最长。,['脖子不是最长'],脖子不是最长,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'superlative', 'negation']"
region,308,2,311,脖子不是最长。,['脖子不是最长'],脖子不是最长,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'superlative', 'negation']"
region,308,2,313,脖子不是最长。,['脖子不是最长'],脖子不是最长,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'superlative', 'negation']"
region,309,1,23,尾巴非常短，其他部位正常。,['其他部位正常'],其他部位正常,1,other_reference,1,['general_case'],"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1.0,ok,['direct_absolute']
region,309,1,26,整体都较为均匀。,['整体都较为均匀'],整体都较为均匀,1,global_balance,0,[],[],[],,unsupported,['equality']
region,309,1,27,整体都较为均匀。,['整体都较为均匀'],整体都较为均匀,1,global_balance,0,[],[],[],,unsupported,['equality']
region,309,1,53,腿、头、尾巴都比脖子长。,['腿、头、尾巴都比脖子长'],腿、头、尾巴都比脖子长,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'comparison']"
region,309,1,258,比较均衡。,['比较均衡'],比较均衡,1,global_balance,0,[],[],[],,unsupported,"['comparison', 'equality']"
region,309,1,259,尾巴短，小小。,['小小'],小小,1,other_unparsed,1,['general_case'],"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1.0,ok,['direct_absolute']
region,309,1,264,比较均衡。,['比较均衡'],比较均衡,1,global_balance,0,[],[],[],,unsupported,"['comparison', 'equality']"
region,309,1,295,非常均衡。,['非常均衡'],非常均衡,1,global_balance,0,[],[],[],,unsupported,['equality']
region,309,1,317,基本都很均衡。,['基本都很均衡'],基本都很均衡,1,global_balance,0,[],[],[],,unsupported,['equality']
region,309,3,9,选错了。,['选错了'],选错了,1,meta_or_uncertain,0,[],[],[],,meta,['meta']
region,310,1,41,头最长，腿最短，相差较大。,['相差较大'],相差较大,1,other_unparsed,5,"['superlative', 'superlative', 'superlative', 'superlative', 'superlative', 'superlative']","[[1.0, -1.0, 0.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, -1.0, 0.0, 1.0], [-1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, -1.0]]","[-0.0, -0.0, -0.0, -0.0, -0.0]",1.0,ok,"['direct_absolute', 'superlative']"
region,310,1,160,头很长，脖子和腿，长度差不多。,"['脖子和腿', '长度差不多']",脖子和腿；长度差不多,2,global_balance,1,['general_case'],"[[0.0, -1.0, 0.0, 0.0]]",[-0.5],1.0,ok,"['direct_absolute', 'equality']"
region,310,1,235,脖子长，头和尾巴，中间腿最短。,['头和尾巴'],头和尾巴,1,other_unparsed,4,"['general_case', 'superlative', 'superlative', 'superlative']","[[-1.0, 0.0, 0.0, 0.0], [-1.0, 0.0, 1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, 0.0, 1.0, -1.0]]","[-0.5, -0.0, -0.0, -0.0]",1.0,ok,"['direct_absolute', 'superlative']"
region,310,1,236,腿最长，头、尾巴、脖子较短，且长度差不多。,['且长度差不多'],且长度差不多,1,global_balance,6,"['superlative', 'superlative', 'superlative', 'general_case']","[[1.0, 0.0, -1.0, 0.0], [0.0, 1.0, -1.0, 0.0], [0.0, 0.0, -1.0, 1.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0], [1.0, 0.0, 0.0, 0.0]]","[-0.0, -0.0, -0.0, 0.5, 0.5, 0.5]",1.0,ok,"['direct_absolute', 'superlative', 'equality']"
region,310,1,251,腿最长，其他部位都相对较短，且长度差不多。,['且长度差不多'],且长度差不多,1,global_balance,6,"['superlative', 'superlative', 'superlative', 'complement']","[[1.0, 0.0, -1.0, 0.0], [0.0, 1.0, -1.0, 0.0], [0.0, 0.0, -1.0, 1.0], [1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.0, -0.0, -0.0, 0.5, 0.5, 0.5]",1.0,ok,"['direct_absolute', 'superlative', 'equality']"
region,310,1,300,头和腿长，脖子和腿，和尾巴短。,['脖子和腿'],脖子和腿,1,other_unparsed,3,"['general_case', 'general_case']","[[0.0, -1.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, -0.5, 0.5]",0.3333333333333333,mismatch,['direct_absolute']
region,310,2,27,腿很长，尾巴稍短，头和脖子要比尾巴更短一些。,['头和脖子要比尾巴更短一些'],头和脖子要比尾巴更短一些,1,other_unparsed,2,"['general_case', 'general_case']","[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",0.5,mismatch,"['direct_absolute', 'comparison']"
region,310,2,37,头、脖子和腿长度差不多，尾巴要稍短一些，和躯干的长度相当，全身比较均衡。,['全身比较均衡'],全身比较均衡,1,global_balance,9,"['equality', 'general_case', 'body_ref']","[[-1.0, 1.0, 0.0, 0.0], [1.0, -1.0, 0.0, 0.0], [0.0, 1.0, -1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [1.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 0.0, -1.0], [0.0, 0.0, 0.0, 1.0]]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.5, -0.4, 0.6]",0.0,mismatch,"['direct_absolute', 'comparison', 'equality', 'body_ref']"
region,310,2,67,头最长，尾巴稍微比脖子和腿短一点。,['尾巴稍微比脖子和腿短一点'],尾巴稍微比脖子和腿短一点,1,other_unparsed,3,"['superlative', 'superlative', 'superlative']","[[1.0, -1.0, 0.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, -1.0, 0.0, 1.0]]","[-0.0, -0.0, -0.0]",1.0,ok,"['direct_absolute', 'superlative', 'comparison']"
region,310,2,76,尾巴长，腿第二，头第三，脖子，次。,"['头第三', '脖子', '次']",头第三；脖子；次,3,ordinal_or_secondary,2,"['general_case', 'comparison']","[[0.0, 0.0, 0.0, -1.0], [0.0, 0.0, 1.0, -1.0]]","[-0.5, -0.0]",1.0,ok,"['direct_absolute', 'ranking']"
region,310,2,82,头最长，脖子、腿，差不多长，尾巴很短。,"['脖子、腿', '差不多长']",脖子、腿；差不多长,2,global_balance,4,"['superlative', 'superlative', 'superlative', 'general_case']","[[1.0, -1.0, 0.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, -1.0, 0.0, 1.0], [0.0, 0.0, 0.0, 1.0]]","[-0.0, -0.0, -0.0, 0.5]",1.0,ok,"['direct_absolute', 'superlative', 'equality']"
region,310,2,103,头，脖子和腿较长，尾巴稍短。,['头'],头,1,other_unparsed,3,"['general_case', 'general_case']","[[-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, -0.5, 0.5]",0.6666666666666666,mismatch,['direct_absolute']
region,310,2,109,头最长，也比较短，脖子、腿、尾巴都很短。,['也比较短'],也比较短,1,other_unparsed,6,"['superlative', 'superlative', 'superlative', 'general_case']","[[1.0, -1.0, 0.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, -1.0, 0.0, 1.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.0, -0.0, -0.0, 0.5, 0.5, 0.5]",1.0,ok,"['direct_absolute', 'superlative', 'comparison']"
region,310,2,117,差不多长。,['差不多长'],差不多长,1,global_balance,0,[],[],[],,unsupported,"['direct_absolute', 'equality']"
region,310,2,155,脖子很长，其他，差不多。,"['其他', '差不多']",其他；差不多,2,"other_reference, global_balance",1,['general_case'],"[[-1.0, 0.0, 0.0, 0.0]]",[-0.5],1.0,ok,"['direct_absolute', 'equality']"
region,310,2,224,脖子最长，头，尾巴和腿稍短。,['头'],头,1,other_unparsed,5,"['superlative', 'superlative', 'superlative', 'general_case']","[[-1.0, 1.0, 0.0, 0.0], [-1.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0]]","[-0.0, -0.0, -0.0, 0.5, 0.5]",0.6,mismatch,"['direct_absolute', 'superlative']"
region,310,2,226,脖子最，头最长，脖子最短，腿和尾巴中间。,['脖子最'],脖子最,1,other_unparsed,9,"['superlative', 'superlative', 'superlative', 'superlative', 'superlative', 'superlative', 'general_case']","[[1.0, -1.0, 0.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, -1.0, 0.0, 1.0], [1.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, -1.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, -1.0], [0.0, 0.0, 0.0, 1.0]]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.25, 0.75, -0.25, 0.75]",1.0,ok,"['direct_absolute', 'superlative']"
region,310,2,227,头和尾巴长，脖子和腿，短。,"['脖子和腿', '短']",脖子和腿；短,2,other_unparsed,2,['general_case'],"[[0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",1.0,ok,['direct_absolute']
region,310,3,28,头，尾巴稍短，脖子最长，腿稍长。,['头'],头,1,other_unparsed,5,"['general_case', 'superlative', 'superlative', 'superlative', 'general_case']","[[0.0, 0.0, 0.0, 1.0], [-1.0, 1.0, 0.0, 0.0], [-1.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 0.0, 1.0], [0.0, 0.0, -1.0, 0.0]]","[0.5, -0.0, -0.0, -0.0, -0.5]",1.0,ok,"['direct_absolute', 'superlative']"
region,310,3,42,头稍短，脖子、躯干、尾巴、腿长度差不多，比头长。,['比头长'],比头长,1,other_unparsed,7,"['general_case', 'equality']","[[0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, -1.0], [-1.0, 0.0, 0.0, 1.0], [1.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 1.0, 0.0], [0.0, 0.0, -1.0, 1.0], [0.0, 0.0, 1.0, -1.0]]","[0.5, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",1.0,ok,"['direct_absolute', 'comparison', 'equality', 'body_ref']"
region,310,3,49,头最长、比躯干长，脖子、腿、尾巴长度相当，且与躯干长度差不多。,['且与躯干长度差不多'],且与躯干长度差不多,1,"body_geometry, global_balance",10,"['superlative', 'superlative', 'superlative', 'body_ref', 'equality']","[[1.0, -1.0, 0.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, -1.0, 0.0, 1.0], [0.0, -1.0, 0.0, 0.0], [1.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 1.0, 0.0], [1.0, 0.0, 0.0, -1.0], [-1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, -1.0], [0.0, 0.0, -1.0, 1.0]]","[-0.0, -0.0, -0.0, -0.5, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",1.0,ok,"['direct_absolute', 'superlative', 'comparison', 'equality', 'body_ref']"
region,310,3,69,头和尾巴，相当躯干，差不多，脖子最长，腿最短。,"['头和尾巴', '相当躯干', '差不多']",头和尾巴；相当躯干；差不多,3,"body_geometry, global_balance",5,"['superlative', 'superlative', 'superlative', 'superlative', 'superlative', 'superlative']","[[-1.0, 1.0, 0.0, 0.0], [-1.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 0.0, 1.0], [0.0, -1.0, 1.0, 0.0], [0.0, 0.0, 1.0, -1.0]]","[-0.0, -0.0, -0.0, -0.0, -0.0]",1.0,ok,"['direct_absolute', 'superlative', 'equality', 'body_ref']"
region,310,3,71,腿最短，躯干最长，头、脖子、尾巴长度中间且差不多。,['躯干最长'],躯干最长,1,body_geometry,9,"['superlative', 'superlative', 'superlative', 'equality']","[[-1.0, 0.0, 1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, 0.0, 1.0, -1.0], [-1.0, 1.0, 0.0, 0.0], [1.0, -1.0, 0.0, 0.0], [0.0, 1.0, 0.0, -1.0], [0.0, -1.0, 0.0, 1.0], [1.0, 0.0, 0.0, -1.0], [-1.0, 0.0, 0.0, 1.0]]","[-0.0, -0.0, -0.0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",1.0,ok,"['direct_absolute', 'superlative', 'equality', 'body_ref']"
region,310,3,75,尾巴和腿，长度比躯干更长，头和脖子很短。,"['尾巴和腿', '长度比躯干更长']",尾巴和腿；长度比躯干更长,2,body_geometry,2,['general_case'],"[[0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[0.5, 0.5]",1.0,ok,"['direct_absolute', 'comparison', 'body_ref']"
region,310,3,77,头，腿、尾巴很长，脖子很短。,['头'],头,1,other_unparsed,3,"['general_case', 'general_case']","[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0], [1.0, 0.0, 0.0, 0.0]]","[-0.5, -0.5, 0.5]",1.0,ok,['direct_absolute']
region,310,3,78,腿最长，头和躯干差不多，脖子最短，尾巴稍短。,['头和躯干差不多'],头和躯干差不多,1,"body_geometry, global_balance",6,"['superlative', 'superlative', 'superlative', 'superlative', 'superlative', 'superlative', 'general_case']","[[1.0, 0.0, -1.0, 0.0], [0.0, 1.0, -1.0, 0.0], [0.0, 0.0, -1.0, 1.0], [1.0, -1.0, 0.0, 0.0], [1.0, 0.0, 0.0, -1.0], [0.0, 0.0, 0.0, 1.0]]","[-0.0, -0.0, -0.0, -0.0, -0.0, 0.5]",1.0,ok,"['direct_absolute', 'superlative', 'equality', 'body_ref']"
region,310,3,92,头稍长，躯干最长，脖子、尾巴、腿较短。,['躯干最长'],躯干最长,1,body_geometry,4,"['general_case', 'general_case']","[[0.0, -1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0]]","[-0.5, 0.5, 0.5, 0.5]",0.75,mismatch,"['direct_absolute', 'superlative', 'body_ref']"
region,310,3,262,头短，尾巴、躯干较长，腿，脖子较短。,['腿'],腿,1,other_unparsed,3,"['general_case', 'general_case', 'general_case']","[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0], [1.0, 0.0, 0.0, 0.0]]","[0.5, -0.5, 0.5]",1.0,ok,"['direct_absolute', 'body_ref']"
region,310,3,285,头短，其余各肢平衡。,['其余各肢平衡'],其余各肢平衡,1,other_reference,1,['general_case'],"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1.0,ok,['direct_absolute']
